"","tweet_id","sentiment","author","content"
"1104",1957217150,"worry","Rachecullen","@tanyaDlove whats up? im sad  you didnt text today."
"1108",1957218626,"worry","v2black","have to wear my glasses today, cos my right eye is swollen and i don't know why"
"1112",1957218864,"empty","pachieshee","wants to go home."
"1116",1957219313,"worry","GodsEmerald","Never has a chance of sleeping before midnight  my mind is so tired......"
"1120",1957220978,"worry","kait_duh","weebo is dying"
"1124",1957223393,"sadness","gfunkunit","@Brookeleeadams hang in there- health should be priority #1 right now! i do hate seeing good people get mistreated so i'm genuinely sorry"
"1128",1957223957,"relief","vanessaleighh","@ddlovato, ahhhhhhh so excited for july 21 (: ecxept stupid australia won't get it til like decembbberrrrrrrr  but stilll ahhh! congratss."
"1132",1957224712,"sadness","camcamaussie","2orw!!!!! Nooooooo I want to go back to Newcastle!!!!"
"1136",1957225624,"worry","ce1es","meh, almost didn't sleep, ain't finished anything, I'm close to cancel the Dokomi"
"1140",1957227127,"worry","jadedlioness","Awake, no migrane (yey) but tummy is hurting, evil IBS"
"1144",1957227657,"surprise","sarahmars","@hudaaaa eeeeeeeeeeeeee i jealous sia i didnt get to seee"
"1148",1957228259,"worry","VictoriaDoyle","wow i'm really reallly ill"
"1152",1957228512,"empty","prem_k","Unstable broadband and electricity taking toll on my mental stability."
"1156",1957229627,"surprise","DjDATZ","@mandy2610 and @esko yea, just confirmed that this game indeed is already patched...  LOL guess you'll have to help me tomorrow ;)"
"1160",1957230479,"boredom","Jen_Paris","Feeling nauseous and can't sleep."
"1164",1957231223,"worry","sylenc","Damnit. I have run out of candy coated books."
"1168",1957232185,"love","carysfelicity","I am watching Blood + on veoh episode 19 love the music.wishing i could watch the live action but not old enough"
"1172",1957233540,"worry","lilcortez4ever","tummy hurts"
"1176",1957235120,"sadness","Lilytyger","sad that will have to leave my beautiful apartment"
"1180",1957236672,"sadness","prempanicker","@greco31 I've been trying not to think about that!"
"1184",1957237598,"hate","Jady0903","Change my hairstyle,but it isn't good as it supposed to be N don't wealth that much money..  hate that hairdresser~~"
"1188",1957238263,"worry","Natalija","Insomniaaaaaaa..... all night trying to get a sleep... no luck... and now have to work"
"1192",1957238908,"neutral","NataliaMichelle","@504chucky whats with u hating on becky soo much? ur bio says ur nice....guess not"
"1196",1957239652,"worry","buggirl1964","It was my baby bros last time singing in front of his school  im so so proud of him !!! but when did i get old  im only 22!"
"1200",1957241061,"empty","artgrrl","@wettingfeld  guess I have to get dressed and be pretty then"
"1204",1957241621,"worry","desired_waste","I still miss him... And i dont think he's coming back"
"1208",1957242310,"worry","lanarsbananars","My tummy still hurts  another cubs game tom...goood night."
"1212",1957243299,"neutral","robfitness","Week-end is over and now it's time to get back to work"
"1216",1957243718,"worry","eckodabrat","My baby was so drunk I brought her home for an hour to pass out then carried her to the car"
"1220",1957245122,"surprise","rubyberrry","@ruthchu wat the! you were in riverside??"
"1224",1957245632,"neutral","theseang","My wife can't get on the guest list for tomorrows show because it doesn't exist. LAME. I guess no wife at the show."
"1228",1957246312,"worry","megan_hudson","My throat hurts and I can't sleep."
"1232",1957247634,"neutral","Samm_xo","@jesssicababesss @IvanaE @RachelLock22 DECEMBER... thats like a year away..."
"1236",1957248267,"worry","lauraaa767","its raining  now my hair will gett all gay"
"1240",1957249164,"worry","karinamack","Is feeling really bad about goofin' on @NinaParkerTMZ not knowing she really wasn't at the meeting! Dang I'm sorry! Me &amp; my big 'ol mouth"
"1244",1957250995,"hate","DJinDia","almost everyone can suck my clit right about now. ive had it up to here with people fucking me over !"
"1248",1957251669,"fun","stacespace","so much fun at the beach today!  and delicious dinner at @kimbononowowo's house!! i friggin love Mark and Josh!! I'm gonna miss them!!"
"1252",1957252405,"hate","iskyworld","says BAD TRIP! (angry)  http://plurk.com/p/wxshi"
"1256",1957255178,"worry","nzj","Worried about the reply after sending THE SMS to 78277."
"1260",1957256459,"worry","brandi_marie","Oh good God crampsss..."
"1264",1957257636,"sadness","Destiny_Joyy","cant sleep again! I couldnt sleep last night eather!  *Wabble Wabble*"
"1268",1957259756,"sadness","xtamalx","have to stay away from home, and since this part of india dnt hav gud wireless internet, im fucked"
"1272",1957260515,"sadness","amandanat","@davidaKaplan As do I  Leopold says hello."
"1276",1957261950,"sadness","danielcaguin","@tiataquito you stop it"
"1280",1957262854,"relief","KatieSouthie","#thingsmummysaid You need to learn to wash dishes and do laundry because I won't always be here to do them for you. She was right"
"1284",1957264031,"love","seattlegeekly","@TheKJA finished listening to Last Days of Krypton's audio book! Loved it...so sad though..."
"1288",1957265116,"worry","GracieAlbernaz","@DannysGhirl no sleeping for me im at work   it will be summer break soon. Tell them to get there butts out of bed lol"
"1292",1957265858,"enthusiasm","skupiter628","i want candy!!!"
"1296",1957266196,"sadness","Jady0903","Changed my hairstyle,but it isn't good as it supposed to be N don't wealth that much money..  hate that hairdresser~~"
"1300",1957266782,"sadness","Kikirowr","@_erica I know right"
"1304",1957268164,"worry","Pinguin98","very very bad headache that is getting worse by the minute not better."
"1308",1957269286,"neutral","Dalmasy","... Money money money...      http://twitpic.com/664uz"
"1312",1957271130,"sadness","elematt","feels really sick."
"1316",1957272236,"love","TOM_HARDY","wishing i had marvelous misadventures of flap jack on DVD"
"1320",1957273033,"worry","Celz29","someone has hacked into my emails!! fuck off!!"
"1324",1957274963,"neutral","yayfuckbuddies","bored, nothing to do"
"1328",1957276719,"sadness","HUIYUNN","Their songs make me want to cry.."
"1332",1957277972,"worry","escribitionist","looks like the eprocurement e-mail address from office mate is blacklisted by IT here.. asking them to whitelist now."
"1336",1957278625,"worry","nikitabroz","@isilwenlinwelin i am public and can't get anyone to follow me"
"1340",1957279276,"worry","Celz29","ok deleted all messages and hope they don't come back!!"
"1344",1957281019,"sadness","DaisyReyes","I wish my grandmother had taken me to the US with her"
"1348",1957282284,"sadness","mysunshinecoast","Well thats me for the day, watching Panthers tonight beat the Saints (fingers crossed) cause there are no QLD teams playing this round"
"1352",1957282972,"sadness","IronChefKristen","@Krista_Watson I can't this weekend, sorry  And Steph is working."
"1356",1957284303,"worry","Melissaraad","Gha, off to work - hopefully traffic has cleared up by the time I get there!!"
"1360",1957284838,"sadness","xXdaniiiXx","@lizz_xx cheer up lizzi there will b another foh hero concert   but still i suppose we can b upset  xoxoxo"
"1364",1957286264,"neutral","acraigdsa","Got back and putting in the laundry. We got in there last  o well as long as its clean. #DSAA09"
"1368",1957287436,"relief","RoeBloodBathx","Aw. The sky is weeping."
"1372",1957288483,"neutral","RoisinMcK","I feel like ive done the London marathon, I ach all over"
"1376",1957288930,"worry","theanand","@vivzy yeps...just for today though  I badly wanted to do some geek-shopping..."
"1380",1957290049,"worry","Christine_oprey","Is sooooo tired... wants to crawl back into bed"
"1384",1957291084,"neutral","itsNaida","@DantiChos baby help me with math"
"1388",1957291614,"surprise","purplepleather","@destinyeyes i'm sorry! lol i have never had, like, actual time to spend there unfortunately. everything's always been INSANE when i go"
"1392",1957292653,"worry","MariSmith10","thinks its annoying when i keep getting twitter error messages from my mobile"
"1396",1957293165,"worry","sameernanjangud","trying to get a sale in my job..."
"1400",1957294554,"sadness","IsilwenLinwelin","Wants milk"
"1404",1957296720,"worry","nigam214","morning class  .. always late or bunk ... how can someone wake-up at 8! ..."
"1408",1957297725,"neutral","cancan86","the physical. It's coo now i know. Just lettin off some steam."
"1412",1957298715,"worry","skessynews","jessie has gone away 4 the weekend!! I miss her already"
"1416",1957299627,"worry","shortylaney","@rockstargirl209 what happened?"
"1420",1957300745,"neutral","inyoll","hampa hatiku"
"1424",1957301633,"sadness","makennacunliffe","Time for bed, oh how I wish someone was laying next to me"
"1428",1957302143,"worry","ItsSkyylarr_","Theres a spider above my bed  calming my fears by listening to greeeeen day&lt;3"
"1432",1957302818,"worry","Luv_ChelseaFC","@burnspank41 shit i hope theyr all wrong we need him"
"1436",1957303620,"surprise","DRUMMERBOI9002","@DSTROYR @RockDaMullet awwww i have no internet right now....  -drummer boi"
"1440",1957305112,"worry","Katz0806","@JKeith1982 hmmmm, that's not nice... think you should take it back. I can't help it I'm hungry. No food in this office."
"1444",1957306189,"boredom","gemidjy","@Natalija been there  sucks like hell."
"1448",1957307462,"empty","jessycanikole","@wolfofmibu   I need a wardrobe intervention"
"1452",1957309670,"worry","Socks89","Been working lots of overtime this week. Only just realized I booked a half day tomorrow so this week will just break even"
"1456",1957311063,"sadness","Sini74","Why don't we close the library due to the great weather?  And the ac isn't working  #fb"
"1460",1957311874,"neutral","AroundHarlem","@BrentLauren that doesn't sound like fun"
"1464",1957312930,"worry","captainboo","@mrskutcher All Pret-a-manger &amp; some marks &amp; spencers stores in the UK donate their food at the end of the day. Most lock their bins"
"1468",1957313297,"surprise","2leggedspider","Bing! no its not Chandler Bing, its the new Search engine from Microsoft http://tinyurl.com/mgcotd ..but why the name Bing"
"1472",1957315485,"worry","MaryMooh","@MooNooH I don't understand anything, HELP"
"1476",1957316459,"sadness","BARACKOKITTY","@J2thaESSICA yeah dnt go there.. I have 3 dif apps on my phone for it  so sad but there is a reason as to why lol"
"1480",1957317110,"sadness","savawatts8","Um k.. this is NOT Close My Eyes.. this song always makes me cry bc my mom is gone but I &lt;3 it anyway.."
"1484",1957317721,"hate","JohnWarnas","damn another day at the office, the sun is bursting from the sky...and the women are eh well...back to the keyboard"
"1488",1957318639,"worry","lornali","@quikness Waaaahhh! So sad     Let me know when ur next down this way!"
"1492",1957319291,"fun","dratsab","@ghozali actually I'd prefer a rum or gin but don't have have any as I've preferred them too much previously"
"1496",1957320171,"happiness","Hannahpianna","why do i have to wake up so early goddam?! 7.30 on my last day off  bummer"
"1500",1957321080,"hate","shalmalisohoni","Another Day gone by....  Have to wake up early again tomorrow"
"1504",1957322281,"neutral","aktoman","@whitespider1066 &quot;toys&quot;??? Advanced load carrying system. Low-cost 1-man outdoor shelter. I didn't get the Wolverine glove"
"1508",1957323090,"neutral","thaetatituteto","need a lots of moneeeeeeeeeeeeeeeey"
"1512",1957324346,"sadness","ericakrysl","Just awoke in a completely freaked out frantic frenzy.  It's going to be a long night."
"1516",1957325406,"worry","totalimortal","@melisamelisa haha you have a better life than most. we should go get drinks again soon. jury duty has been boring"
"1520",1957327491,"sadness","RichTracey","drinking some really nice coffee, got to go to the dentist at 9am this morning"
"1524",1957328727,"sadness","sheeeeeeeeeeeep","@jessereed did u watch the day the earth stood still? did u not see my bye when u got d/c...  im sad i left 2 and now ur gone  ily&lt;333"
"1528",1957329181,"neutral","MissDaviz","@TerrenceJ106 I'm with you...been up till 5-6 for the last few nights..."
"1532",1957331325,"sadness","Dr140","Only 1 tweet in the last 24 hours?  Nobody likes my tweetboard"
